MsgID.LOCAL_POSITION,1528729625.0565033,0.1870061,-0.0803659,-0.0331701
MsgID.LOCAL_VELOCITY,1528729625.0565033,-0.0000104,-0.0000186,0.0000009
MsgID.GLOBAL_POSITION,1528729625.0570047,-122.3974509,37.7924816,0.0330000
MsgID.LOCAL_VELOCITY,1528729625.0570047,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0570047,0.0212476,0.2933478,0.0060059
MsgID.LOCAL_VELOCITY,1528729625.0570047,0.0000112,-0.0000061,0.0000038
MsgID.GLOBAL_POSITION,1528729625.0575051,-122.3974500,37.7924806,-0.0060000
MsgID.LOCAL_VELOCITY,1528729625.0575051,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1528729625.0575051,-122.3974500,37.7924800,-0.0420000
MsgID.LOCAL_VELOCITY,1528729625.0575051,0.0000000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1528729625.0580056,-0.0510326,0.2934438,0.0421517
MsgID.LOCAL_VELOCITY,1528729625.0580056,-0.0000200,-0.0007399,-0.0119074
MsgID.GLOBAL_POSITION,1528729625.0580056,-122.3974500,37.7924800,-0.0470000
MsgID.LOCAL_VELOCITY,1528729625.0580056,0.0000000,-0.0100000,-0.1600000
MsgID.LOCAL_POSITION,1528729625.0585058,-0.0518495,0.2934316,0.0473795
MsgID.LOCAL_VELOCITY,1528729625.0585058,0.0046603,-0.0185016,-0.1643424
MsgID.STATE,1528729625.0590062,True,True
MsgID.GLOBAL_HOME,1528729625.0595062,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729625.0595062,-122.3974488,37.7924800,-0.0310000
MsgID.LOCAL_VELOCITY,1528729625.0595062,0.0000000,-0.0300000,-0.0900000
MsgID.LOCAL_POSITION,1528729625.0600061,-0.0504557,0.3994524,0.0315084
MsgID.LOCAL_VELOCITY,1528729625.0600061,0.0052867,-0.0345122,-0.0925835
MsgID.GLOBAL_POSITION,1528729625.0600061,-122.3974498,37.7924801,-0.0210000
MsgID.LOCAL_VELOCITY,1528729625.0600061,0.0000000,-0.0400000,-0.0400000
MsgID.LOCAL_POSITION,1528729625.0605063,-0.0348584,0.3031515,0.0212397
MsgID.LOCAL_VELOCITY,1528729625.0605063,0.0049726,-0.0486082,-0.0430428
MsgID.GLOBAL_POSITION,1528729625.0605063,-122.3974517,37.7924812,-0.0140000
MsgID.LOCAL_VELOCITY,1528729625.0605063,0.0000000,-0.0500000,0.0400000
MsgID.LOCAL_POSITION,1528729625.0610065,0.0837325,0.1367104,0.0140745
MsgID.LOCAL_VELOCITY,1528729625.0610065,0.0043894,-0.0505052,0.0451490
MsgID.GLOBAL_POSITION,1528729625.0615067,-122.3974493,37.7924800,-0.0100000
MsgID.LOCAL_VELOCITY,1528729625.0615067,0.0000000,-0.0300000,0.0300000
MsgID.LOCAL_POSITION,1528729625.0615067,-0.0440175,0.3475255,0.0108058
MsgID.LOCAL_VELOCITY,1528729625.0615067,-0.0000133,-0.0396416,0.0317662
MsgID.STATE,1528729625.0620072,True,True
MsgID.GLOBAL_HOME,1528729625.0620072,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729625.0625079,-122.3974485,37.7924789,-0.0070000
MsgID.LOCAL_VELOCITY,1528729625.0625079,0.0000000,-0.0500000,0.1200000
MsgID.LOCAL_POSITION,1528729625.0630078,-0.1667393,0.4221608,0.0071403
MsgID.LOCAL_VELOCITY,1528729625.0630078,0.0036855,-0.0511133,0.1292872
MsgID.GLOBAL_POSITION,1528729625.0630078,-122.3974505,37.7924801,-0.0090000
MsgID.LOCAL_VELOCITY,1528729625.0630078,0.0100000,-0.0600000,0.1500000
MsgID.LOCAL_POSITION,1528729625.0635085,-0.0368880,0.2410174,0.0094094
MsgID.LOCAL_VELOCITY,1528729625.0635085,0.0187495,-0.0646309,0.1598973
MsgID.GLOBAL_POSITION,1528729625.0635085,-122.3974503,37.7924788,0.0160000
MsgID.LOCAL_VELOCITY,1528729625.0635085,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0640085,-0.1786843,0.2594251,-0.0166991
MsgID.LOCAL_VELOCITY,1528729625.0640085,-0.0000167,0.0000108,0.0000040
MsgID.GLOBAL_POSITION,1528729625.0640085,-122.3974489,37.7924789,0.0570000
MsgID.LOCAL_VELOCITY,1528729625.0640085,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0645087,-0.1699033,0.3875988,-0.0576004
MsgID.LOCAL_VELOCITY,1528729625.0645087,0.0000016,0.0000086,0.0000066
MsgID.STATE,1528729625.0650096,True,True
MsgID.GLOBAL_HOME,1528729625.0655096,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729625.0655096,-122.3974503,37.7924790,0.1280000
MsgID.LOCAL_VELOCITY,1528729625.0655096,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0660098,-0.1549839,0.2618459,-0.1287802
MsgID.LOCAL_VELOCITY,1528729625.0660098,-0.0000046,0.0000081,0.0000133
MsgID.GLOBAL_POSITION,1528729625.0660098,-122.3974521,37.7924805,0.1710000
MsgID.LOCAL_VELOCITY,1528729625.0660098,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0665100,0.0056450,0.1070423,-0.1713594
MsgID.LOCAL_VELOCITY,1528729625.0665100,0.0000156,-0.0000032,0.0000135
MsgID.GLOBAL_POSITION,1528729625.0665100,-122.3974519,37.7924817,0.2000000
MsgID.LOCAL_VELOCITY,1528729625.0665100,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0670111,0.1450962,0.1201243,-0.2003086
MsgID.LOCAL_VELOCITY,1528729625.0670111,0.0000125,-0.0000109,0.0000162
MsgID.GLOBAL_POSITION,1528729625.0680122,-122.3974496,37.7924812,0.2120000
MsgID.LOCAL_VELOCITY,1528729625.0680122,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0680122,0.0855559,0.3253492,-0.2120232
MsgID.LOCAL_VELOCITY,1528729625.0680122,-0.0000037,-0.0000183,0.0000155
MsgID.STATE,1528729625.0690122,True,True
MsgID.GLOBAL_HOME,1528729625.0700133,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729625.0705135,-122.3974501,37.7924811,0.2030000
MsgID.LOCAL_VELOCITY,1528729625.0705135,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0710137,0.0803504,0.2850176,-0.2032598
MsgID.LOCAL_VELOCITY,1528729625.0710137,-0.0000035,-0.0000008,0.0000172
MsgID.GLOBAL_POSITION,1528729625.0720150,-122.3974519,37.7924793,0.1780000
MsgID.LOCAL_VELOCITY,1528729625.0720150,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0725155,-0.1233781,0.1176753,-0.1783387
MsgID.LOCAL_VELOCITY,1528729625.0725155,-0.0000071,0.0000054,0.0000104
MsgID.GLOBAL_POSITION,1528729625.0740159,-122.3974521,37.7924792,0.1400000
MsgID.LOCAL_VELOCITY,1528729625.0740159,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0745163,-0.1325671,0.1029965,-0.1401184
MsgID.LOCAL_VELOCITY,1528729625.0745163,0.0000028,-0.0000200,0.0000212
MsgID.GLOBAL_POSITION,1528729625.0760171,-122.3974514,37.7924797,0.1220000
MsgID.LOCAL_VELOCITY,1528729625.0760171,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0785189,-0.0754759,0.1678760,-0.1222256
MsgID.LOCAL_VELOCITY,1528729625.0785189,0.0000166,0.0000061,0.0000129
MsgID.STATE,1528729625.0795193,True,True
MsgID.GLOBAL_HOME,1528729625.0800195,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729625.0805197,-122.3974525,37.7924800,0.0440000
MsgID.LOCAL_VELOCITY,1528729625.0805197,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0810199,-0.0428955,0.0630352,-0.0441559
MsgID.LOCAL_VELOCITY,1528729625.0810199,0.0000128,0.0000283,0.0000088
MsgID.GLOBAL_POSITION,1528729625.0810199,-122.3974522,37.7924795,0.0030000
MsgID.LOCAL_VELOCITY,1528729625.0810199,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0815215,-0.1031372,0.0959743,-0.0036992
MsgID.LOCAL_VELOCITY,1528729625.0815215,0.0000280,0.0000254,0.0000045
MsgID.GLOBAL_POSITION,1528729625.0820212,-122.3974501,37.7924792,-0.0280000
MsgID.LOCAL_VELOCITY,1528729625.0820212,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0825212,-0.1355168,0.2766011,0.0288535
MsgID.LOCAL_VELOCITY,1528729625.0825212,0.0000012,0.0000183,-0.0000017
MsgID.GLOBAL_POSITION,1528729625.0830219,-122.3974493,37.7924811,-0.0460000
MsgID.LOCAL_VELOCITY,1528729625.0830219,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0830219,0.0743192,0.3514375,0.0461633
MsgID.LOCAL_VELOCITY,1528729625.0830219,-0.0000070,-0.0000088,0.0000018
MsgID.STATE,1528729625.0835223,True,True
MsgID.GLOBAL_HOME,1528729625.0840228,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729625.0845234,-122.3974516,37.7924805,-0.0430000
MsgID.LOCAL_VELOCITY,1528729625.0845234,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0850232,0.0066002,0.1494659,0.0438306
MsgID.LOCAL_VELOCITY,1528729625.0850232,0.0000353,-0.0004101,0.0003683
MsgID.GLOBAL_POSITION,1528729625.0855241,-122.3974519,37.7924791,-0.0230000
MsgID.LOCAL_VELOCITY,1528729625.0855241,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0860243,-0.1446761,0.1213777,0.0232374
MsgID.LOCAL_VELOCITY,1528729625.0860243,-0.0000149,0.0000003,-0.0000055
MsgID.GLOBAL_POSITION,1528729625.0860243,-122.3974508,37.7924791,0.0140000
MsgID.LOCAL_VELOCITY,1528729625.0860243,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0865247,-0.1487124,0.2173903,-0.0146771
MsgID.LOCAL_VELOCITY,1528729625.0865247,0.0000027,0.0000087,0.0000079
MsgID.GLOBAL_POSITION,1528729625.0870240,-122.3974508,37.7924810,0.0610000
MsgID.LOCAL_VELOCITY,1528729625.0870240,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0875244,0.0615878,0.2163825,-0.0617517
MsgID.LOCAL_VELOCITY,1528729625.0875244,-0.0000161,-0.0000204,0.0000072
MsgID.STATE,1528729625.0875244,True,True
MsgID.GLOBAL_HOME,1528729625.0880246,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729625.0885248,-122.3974513,37.7924812,0.1140000
MsgID.LOCAL_VELOCITY,1528729625.0885248,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0890253,0.0846775,0.1725096,-0.1141689
MsgID.LOCAL_VELOCITY,1528729625.0890253,0.0000256,-0.0000208,0.0000219
MsgID.GLOBAL_POSITION,1528729625.0890253,-122.3974510,37.7924817,0.1690000
MsgID.LOCAL_VELOCITY,1528729625.0890253,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1528729625.0895262,0.1417657,0.1984249,-0.1691436
MsgID.LOCAL_VELOCITY,1528729625.0895262,-0.0000060,-0.0000266,0.0000144
MsgID.GLOBAL_POSITION,1528729625.2967017,-122.3974493,37.7924808,0.4050000
MsgID.LOCAL_VELOCITY,1528729625.2967017,0.0000000,0.0000000,-1.9000000
MsgID.LOCAL_POSITION,1528729625.2972019,0.0450978,0.3485197,-0.4050289
MsgID.LOCAL_VELOCITY,1528729625.2972019,-0.0026458,0.0042710,-1.9097953
MsgID.GLOBAL_POSITION,1528729625.5469024,-122.3974508,37.7924795,1.2090000
MsgID.LOCAL_VELOCITY,1528729625.5469024,0.0100000,-0.0100000,-3.6800000
MsgID.LOCAL_POSITION,1528729625.5469024,-0.1019922,0.2150803,-1.2091020
MsgID.LOCAL_VELOCITY,1528729625.5469024,0.0106930,-0.0134732,-3.6848850
MsgID.STATE,1528729625.7679601,True,True
MsgID.GLOBAL_HOME,1528729625.7684612,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729625.7969811,-122.3974511,37.7924797,2.1750000
MsgID.LOCAL_VELOCITY,1528729625.7969811,0.0300000,0.0000000,-4.1700000
MsgID.LOCAL_POSITION,1528729625.7974813,-0.0773603,0.1932676,-2.1758418
MsgID.LOCAL_VELOCITY,1528729625.7974813,0.0315436,-0.0085097,-4.1777191
MsgID.GLOBAL_POSITION,1528729626.0467031,-122.3974509,37.7924802,3.2300000
MsgID.LOCAL_VELOCITY,1528729626.0467031,0.0300000,0.0000000,-4.3000000
MsgID.LOCAL_POSITION,1528729626.0472038,-0.0279835,0.2128317,-3.2327816
MsgID.LOCAL_VELOCITY,1528729626.0472038,0.0369843,-0.0010283,-4.3017430
MsgID.GLOBAL_POSITION,1528729626.2974720,-122.3974509,37.7924802,4.3190000
MsgID.LOCAL_VELOCITY,1528729626.2974720,0.0300000,0.0000000,-4.3500000
MsgID.LOCAL_POSITION,1528729626.2974720,-0.0189122,0.2125228,-4.3198166
MsgID.LOCAL_VELOCITY,1528729626.2974720,0.0308139,-0.0026233,-4.3524842
MsgID.GLOBAL_POSITION,1528729626.5467136,-122.3974509,37.7924794,5.3020000
MsgID.LOCAL_VELOCITY,1528729626.5467136,0.0200000,0.0000000,-2.4400000
MsgID.LOCAL_POSITION,1528729626.5472145,-0.1104687,0.2113902,-5.3027301
MsgID.LOCAL_VELOCITY,1528729626.5472145,0.0276782,-0.0030616,-2.4410675
MsgID.STATE,1528729626.7686720,True,True
MsgID.GLOBAL_HOME,1528729626.7686720,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729626.7966886,-122.3974509,37.7924796,5.5860000
MsgID.LOCAL_VELOCITY,1528729626.7966886,0.0200000,0.0000000,-0.0700000
MsgID.LOCAL_POSITION,1528729626.7966886,-0.0868177,0.2110455,-5.5863638
MsgID.LOCAL_VELOCITY,1528729626.7966886,0.0261054,-0.0028876,-0.0728217
MsgID.GLOBAL_POSITION,1528729627.0469971,-122.3974509,37.7924817,5.2900000
MsgID.LOCAL_VELOCITY,1528729627.0469971,0.2100000,0.0000000,1.8500000
MsgID.LOCAL_POSITION,1528729627.0474985,0.1393823,0.2110296,-5.2907939
MsgID.LOCAL_VELOCITY,1528729627.0474985,0.2186744,-0.0050647,1.8580188
MsgID.GLOBAL_POSITION,1528729627.2972119,-122.3974512,37.7924824,4.8510000
MsgID.LOCAL_VELOCITY,1528729627.2972119,1.8500000,-0.0100000,1.2600000
MsgID.LOCAL_POSITION,1528729627.2977123,0.2249477,0.1793471,-4.8512149
MsgID.LOCAL_VELOCITY,1528729627.2977123,1.8591452,-0.0119125,1.2608706
MsgID.LOCAL_POSITION,1528729627.5486059,1.1097414,0.0269797,-4.7230268
MsgID.LOCAL_VELOCITY,1528729627.5486059,4.1094322,-0.0147249,-0.4876586
MsgID.GLOBAL_POSITION,1528729627.5491068,-122.3974530,37.7924904,4.7230000
MsgID.LOCAL_VELOCITY,1528729627.5491068,4.1000000,-0.0100000,-0.4800000
MsgID.STATE,1528729627.7696633,True,True
MsgID.GLOBAL_HOME,1528729627.7701638,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,1528729627.7976818,2.2805157,0.1197602,-4.9251099
MsgID.LOCAL_VELOCITY,1528729627.7976818,5.3425059,-0.0126058,-0.9783529
MsgID.GLOBAL_POSITION,1528729627.7981818,-122.3974519,37.7925009,4.9250000
MsgID.LOCAL_VELOCITY,1528729627.7981818,5.3400000,-0.0100000,-0.9700000
MsgID.GLOBAL_POSITION,1528729628.0472891,-122.3974512,37.7925124,5.0050000
MsgID.LOCAL_VELOCITY,1528729628.0472891,5.7700000,-0.0100000,0.0800000
MsgID.LOCAL_POSITION,1528729628.0477898,3.5525656,0.1823343,-5.0050273
MsgID.LOCAL_VELOCITY,1528729628.0477898,5.7757301,-0.0144700,0.0823489
MsgID.GLOBAL_POSITION,1528729628.2981517,-122.3974524,37.7925258,4.9340000
MsgID.LOCAL_VELOCITY,1528729628.2981517,6.7100000,-0.0100000,0.0800000
MsgID.LOCAL_POSITION,1528729628.2986526,5.0389462,0.0784888,-4.9346676
MsgID.LOCAL_VELOCITY,1528729628.2986526,6.7164545,-0.0173079,0.0892228
MsgID.GLOBAL_POSITION,1528729628.5486517,-122.3974498,37.7925424,4.9210000
MsgID.LOCAL_VELOCITY,1528729628.5486517,7.8300000,-0.0100000,-0.2200000
MsgID.LOCAL_POSITION,1528729628.5491533,6.8878369,0.3050315,-4.9216242
MsgID.LOCAL_VELOCITY,1528729628.5491533,7.8355184,-0.0197085,-0.2299952
MsgID.STATE,1528729628.7686868,True,True
MsgID.GLOBAL_HOME,1528729628.7686868,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729628.7982173,-122.3974502,37.7925622,4.9510000
MsgID.LOCAL_VELOCITY,1528729628.7982173,8.4900000,-0.0300000,-0.2100000
MsgID.LOCAL_POSITION,1528729628.7987173,9.0844641,0.2742019,-4.9519782
MsgID.LOCAL_VELOCITY,1528729628.7987173,8.4936504,-0.0327088,-0.2167730
MsgID.GLOBAL_POSITION,1528729629.0483041,-122.3974522,37.7925805,4.9540000
MsgID.LOCAL_VELOCITY,1528729629.0483041,8.6800000,-0.0300000,-0.0600000
MsgID.LOCAL_POSITION,1528729629.0483041,11.1275845,0.0964836,-4.9543219
MsgID.LOCAL_VELOCITY,1528729629.0483041,8.6886988,-0.0376310,-0.0614989
MsgID.GLOBAL_POSITION,1528729629.3002036,-122.3974524,37.7926004,4.9540000
MsgID.LOCAL_VELOCITY,1528729629.3002036,8.7700000,-0.0200000,-0.0500000
MsgID.LOCAL_POSITION,1528729629.3007045,13.3307714,0.0759026,-4.9540615
MsgID.LOCAL_VELOCITY,1528729629.3007045,8.7779436,-0.0236672,-0.0574845
MsgID.GLOBAL_POSITION,1528729629.5508697,-122.3974512,37.7926223,4.9560000
MsgID.LOCAL_VELOCITY,1528729629.5508697,8.8400000,-0.0100000,-0.0700000
MsgID.LOCAL_POSITION,1528729629.5513704,15.7732410,0.1821652,-4.9567513
MsgID.LOCAL_VELOCITY,1528729629.5513704,8.8435287,-0.0195466,-0.0719136
MsgID.STATE,1528729629.7675126,True,True
MsgID.GLOBAL_HOME,1528729629.7680137,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729629.8005350,-122.3974520,37.7926409,4.9670000
MsgID.LOCAL_VELOCITY,1528729629.8005350,8.8500000,-0.0200000,0.0000000
MsgID.LOCAL_POSITION,1528729629.8010361,17.8315907,0.1098334,-4.9671559
MsgID.LOCAL_VELOCITY,1528729629.8010361,8.8581219,-0.0267427,-0.0035246
MsgID.GLOBAL_POSITION,1528729630.0502000,-122.3974536,37.7926612,4.9700000
MsgID.LOCAL_VELOCITY,1528729630.0502000,8.8600000,-0.0200000,0.0200000
MsgID.LOCAL_POSITION,1528729630.0502000,20.0855522,-0.0307137,-4.9707751
MsgID.LOCAL_VELOCITY,1528729630.0502000,8.8684502,-0.0225247,0.0269706
MsgID.GLOBAL_POSITION,1528729630.2998655,-122.3974531,37.7926789,4.9740000
MsgID.LOCAL_VELOCITY,1528729630.2998655,8.8500000,-0.0100000,0.1200000
MsgID.LOCAL_POSITION,1528729630.3003659,22.0577126,0.0108335,-4.9743347
MsgID.LOCAL_VELOCITY,1528729630.3003659,8.8576269,-0.0119488,0.1208622
MsgID.GLOBAL_POSITION,1528729630.5510318,-122.3974517,37.7926993,4.9670000
MsgID.LOCAL_VELOCITY,1528729630.5510318,8.8800000,0.0000000,0.0500000
MsgID.LOCAL_POSITION,1528729630.5515325,24.3157063,0.1348555,-4.9673138
MsgID.LOCAL_VELOCITY,1528729630.5515325,8.8828125,-0.0074759,0.0518466
MsgID.STATE,1528729630.7681758,True,True
MsgID.GLOBAL_HOME,1528729630.7686760,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729630.7996969,-122.3974517,37.7927198,4.9710000
MsgID.LOCAL_VELOCITY,1528729630.7996969,8.8900000,-0.0100000,0.0100000
MsgID.LOCAL_POSITION,1528729630.8001966,26.6012859,0.1393969,-4.9719400
MsgID.LOCAL_VELOCITY,1528729630.8001966,8.8944931,-0.0193944,0.0120515
MsgID.GLOBAL_POSITION,1528729631.0503628,-122.3974520,37.7927422,4.9660000
MsgID.LOCAL_VELOCITY,1528729631.0503628,8.8800000,-0.0200000,0.0300000
MsgID.LOCAL_POSITION,1528729631.0508630,29.0922470,0.1115843,-4.9661798
MsgID.LOCAL_VELOCITY,1528729631.0508630,8.8835201,-0.0230657,0.0334286
MsgID.GLOBAL_POSITION,1528729631.3015294,-122.3974518,37.7927594,4.9510000
MsgID.LOCAL_VELOCITY,1528729631.3015294,8.9000000,-0.0200000,-0.0200000
MsgID.LOCAL_POSITION,1528729631.3020296,30.9979343,0.1263366,-4.9519362
MsgID.LOCAL_VELOCITY,1528729631.3020296,8.9048386,-0.0239343,-0.0275176
MsgID.GLOBAL_POSITION,1528729631.5521958,-122.3974502,37.7927797,4.9690000
MsgID.LOCAL_VELOCITY,1528729631.5521958,8.9400000,-0.0200000,-0.1800000
MsgID.LOCAL_POSITION,1528729631.5526972,33.2549133,0.2739816,-4.9696536
MsgID.LOCAL_VELOCITY,1528729631.5526972,8.9433308,-0.0205409,-0.1874383
MsgID.STATE,1528729631.7677898,True,True
MsgID.GLOBAL_HOME,1528729631.7687898,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729631.8035445,-122.3974516,37.7928015,4.9660000
MsgID.LOCAL_VELOCITY,1528729631.8035445,8.8800000,-0.0300000,-0.0600000
MsgID.LOCAL_POSITION,1528729631.8040450,35.6744652,0.1489351,-4.9661336
MsgID.LOCAL_VELOCITY,1528729631.8040450,8.8880882,-0.0389855,-0.0612639
MsgID.GLOBAL_POSITION,1528729632.0522525,-122.3974514,37.7928221,4.9480000
MsgID.LOCAL_VELOCITY,1528729632.0522525,8.8900000,-0.0400000,-0.0900000
MsgID.LOCAL_POSITION,1528729632.0527530,37.9699783,0.1679884,-4.9485364
MsgID.LOCAL_VELOCITY,1528729632.0527530,8.8905230,-0.0446766,-0.0929381
MsgID.GLOBAL_POSITION,1528729632.3010066,-122.3974502,37.7928389,4.9580000
MsgID.LOCAL_VELOCITY,1528729632.3010066,8.9000000,-0.0400000,-0.1400000
MsgID.LOCAL_POSITION,1528729632.3015075,39.8336411,0.2747672,-4.9584222
MsgID.LOCAL_VELOCITY,1528729632.3015075,8.9025211,-0.0454027,-0.1411649
MsgID.GLOBAL_POSITION,1528729632.5656581,-122.3974518,37.7928580,4.9760000
MsgID.LOCAL_VELOCITY,1528729632.5656581,8.8600000,-0.0500000,-0.0400000
MsgID.LOCAL_POSITION,1528729632.5661585,41.9553413,0.1318440,-4.9765291
MsgID.LOCAL_VELOCITY,1528729632.5661585,8.8698072,-0.0580004,-0.0470088
MsgID.STATE,1528729632.7688608,True,True
MsgID.GLOBAL_HOME,1528729632.7688608,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1528729632.8136017,-122.3974539,37.7928817,4.9740000
MsgID.LOCAL_VELOCITY,1528729632.8136017,8.8600000,-0.0400000,0.0000000
MsgID.LOCAL_POSITION,1528729632.8156021,44.5836067,-0.0590892,-4.9745531
MsgID.LOCAL_VELOCITY,1528729632.8156021,8.8652239,-0.0464970,0.0076215
MsgID.GLOBAL_POSITION,1528729633.0630822,-122.3974533,37.7929012,4.9700000
MsgID.LOCAL_VELOCITY,1528729633.0630822,8.8700000,-0.0100000,0.0200000
MsgID.LOCAL_POSITION,1528729633.0635827,46.7568512,-0.0020415,-4.9709754
MsgID.LOCAL_VELOCITY,1528729633.0635827,8.8758202,-0.0124193,0.0235584
MsgID.GLOBAL_POSITION,1528729633.3130007,-122.3974510,37.7929216,4.9710000
MsgID.LOCAL_VELOCITY,1528729633.3130007,8.8900000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,1528729633.3135011,49.0212669,0.1970737,-4.9710264
MsgID.LOCAL_VELOCITY,1528729633.3135011,8.8906136,-0.0087731,-0.0335265
MsgID.GLOBAL_POSITION,1528729633.5649533,-122.3974509,37.7929431,4.9750000
MsgID.LOCAL_VELOCITY,1528729633.5649533,8.8800000,-0.0500000,0.0000000
MsgID.LOCAL_POSITION,1528729633.5654526,51.4065666,0.2109760,-4.9756317
